["The car disappeared into the dark.\n\nThe driver was found dead in the car's trunk.\n\nThe driver's name was not released.\n\nThe car was found in the woods near the intersection of South and South Main streets.\n", '2023-07-29T16:35:25.805363', 0.0008153915405273438, 1.6484448909759521, 1.6492602825164795]
["Do you know what I mean? I'm not going to tell you what I mean. I'm not going to tell you what I mean. I'm not going to tell you what I mean. I'm not going to tell you what I mean", '2023-07-29T16:35:27.810460', 0.0014328956604003906, 1.4229753017425537, 1.424408197402954]
['There are many cars in this street. They are all very well built. They are all very well built. They are all very well built. They are all very well built. They are all very well built. They are all very well built.', '2023-07-29T16:35:29.796163', 0.0014688968658447266, 1.4363148212432861, 1.4377837181091309]
['I sprained my ankle coming down the mountain yesterday. I\'m not sure if I\'ll be able to play tomorrow, but I\'m sure I\'ll be back in the lineup. I\'m just hoping I can play tomorrow."\n\nThe injury was', '2023-07-29T16:35:31.829529', 0.0020439624786376953, 1.3362798690795898, 1.3383238315582275]
['The president didn’t say anything about the issue.\n\nThe president didn’t say anything about the issue. The president didn’t say anything about the issue. The president didn’t say anything about the issue.', '2023-07-29T16:35:33.906036', 0.0018887519836425781, 1.38112211227417, 1.3830108642578125]
["What's the big news?\n\nThe big news is that the U.S. government is now trying to get the U.S. to stop using its military to fight terrorism.\n\nThe big news is that the U.S.", '2023-07-29T16:35:35.827499', 0.0011932849884033203, 1.4560415744781494, 1.4572348594665527]
['Did you stick a stamp on the envelope?\n\nI did.\n\nDid you stick a stamp on the envelope?\n\nI did.\n\nDid you stick a stamp on the envelope?\n\nI did.\n\nDid you', '2023-07-29T16:35:37.860000', 0.00145721435546875, 1.3572068214416504, 1.3586640357971191]
["Let's play at the playground.\n\nThe first thing you need to do is to get your kids to play.\n\nThe first thing you need to do is to get your kids to play.\n\nThe first thing you need to do", '2023-07-29T16:35:39.860243', 0.0009169578552246094, 1.4556238651275635, 1.456540822982788]
["You look sad today. I'm not going to be able to do this. I'm not going to be able to do this. I'm not going to be able to do this. I'm not going to be able to do this. I", '2023-07-29T16:35:41.858076', 0.0013430118560791016, 1.4713847637176514, 1.4727277755737305]
["My grandmother is in the hospital. She's in a coma. She's in a coma. She's in a coma. She's in a coma. She's in a coma. She's in a coma. She's in a coma. She", '2023-07-29T16:35:43.815737', 0.0015633106231689453, 1.4163317680358887, 1.4178950786590576]
['The married couple next door finally got divorced.\n\n"I was like, \'Oh my God, I\'m so sorry,\'" she said. "I was like, \'I\'m so sorry.\'"\n\nThe couple\'s relationship was strained for years', '2023-07-29T16:35:45.859153', 0.001695871353149414, 1.377518892288208, 1.3792147636413574]
['"Dad, please buy me this camera."\n\n"I\'m not going to buy you this camera."\n\n"I\'m not going to buy you this camera."\n\n"I\'m not going to buy you this camera."\n\n', '2023-07-29T16:35:47.958601', 0.0013880729675292969, 1.394491195678711, 1.3958792686462402]
["I'll always be with you.\n\nI'll always be with you.\n\nI'll always be with you.\n\nI'll always be with you.\n\nI'll always be with you.\n\nI'll always be with", '2023-07-29T16:35:49.995137', 0.0012187957763671875, 1.4621820449829102, 1.4634008407592773]
['"We need milk, butter and jam."\n\nThe group\'s leader, a former member of the U.S. Army, said he was "very disappointed" by the decision.\n\n"We\'re not going to be able to do', '2023-07-29T16:35:52.065896', 0.001485586166381836, 1.381296157836914, 1.382781744003296]
["I'll take care of this job. I'll take care of this job. I'll take care of this job. I'll take care of this job. I'll take care of this job. I'll take care of this job. I'll", '2023-07-29T16:35:54.080307', 0.0012683868408203125, 1.5171759128570557, 1.518444299697876]
['Hyean and I have been married for three months.\n\n"I\'m not sure if I\'m going to be able to get married again. I\'m not sure if I\'m going to be able to get married again. I\'m not', '2023-07-29T16:35:56.145932', 0.0015251636505126953, 1.3177516460418701, 1.3192768096923828]
["which country do you want to visit?\n\nI'm not sure. I'm not sure if it's a good idea to visit the country. I'm not sure if it's a good idea to visit the country.\n\nI'm not", '2023-07-29T16:35:58.099459', 0.0013446807861328125, 1.4755322933197021, 1.476876974105835]
["How do you feel? - Not good. I'm not sure. I'm not sure if I'm feeling good or not. I'm not sure if I'm feeling good or not. I'm not sure if I'm feeling good or not.", '2023-07-29T16:36:00.075801', 0.0012440681457519531, 1.3503921031951904, 1.3516361713409424]
['I like skiing the most. I like to ski the most. I like to ski the most. I like to ski the most. I like to ski the most. I like to ski the most. I like to ski the most. I like', '2023-07-29T16:36:02.095599', 0.0012667179107666016, 1.4857380390167236, 1.4870047569274902]
["What a small world!\n\nI'm not sure if I'm going to be able to do this, but I'm going to be able to do it.\n\nI'm going to be able to do it.\n\nI'm going", '2023-07-29T16:36:04.083953', 0.0011937618255615234, 1.4696261882781982, 1.4708199501037598]
['Can I see your passport?\n\nYes, please.\n\nWhat is your passport?\n\nYour passport.\n\nWhat is your passport?\n\nYour passport.\n\nWhat is your passport?\n\nYour passport.\n\n', '2023-07-29T16:36:06.134462', 0.001329183578491211, 1.5008790493011475, 1.5022082328796387]
["Show me another one in the same color.\n\nI'm not sure if I'm going to be able to do this, but I'm going to be able to do it.\n\nI'm going to be able to do it.\n", '2023-07-29T16:36:08.129950', 0.0014543533325195312, 1.37801194190979, 1.3794662952423096]
["Is it possible to go to Japan and get back in a day?\n\nI think it's possible. I think it's possible. I think it's possible. I think it's possible. I think it's possible. I think it's", '2023-07-29T16:36:10.076529', 0.0014965534210205078, 1.2892520427703857, 1.2907485961914062]
["Are you going to arrive on schedule?\n\nI'm going to be here for a few days. I'm going to be here for a few days. I'm going to be here for a few days. I'm going to be here for", '2023-07-29T16:36:12.055015', 0.0013735294342041016, 1.469822645187378, 1.471196174621582]
['I want to go to Dongdaemun Market. I want to go to the market. I want to go to the market. I want to go to the market. I want to go to the market. I want to go to the market', '2023-07-29T16:36:14.029689', 0.001453399658203125, 1.3478765487670898, 1.349329948425293]
["Have you looked inside your bag?\n\nI've been looking inside my bag for a while now. I've been looking at my bag for a while now. I've been looking at my bag for a while now. I've been looking at", '2023-07-29T16:36:16.041754', 0.001361846923828125, 1.4962186813354492, 1.4975805282592773]
['"It looks really good on you, though."\n\n"I\'m glad you\'re here, too."\n\n"I\'m glad you\'re here, too."\n\n"I\'m glad you\'re here, too."\n\n"I', '2023-07-29T16:36:17.968357', 0.0014376640319824219, 1.3343102931976318, 1.3357479572296143]
['My girlfriend is an undergraduate who is four years younger than me. She is a very nice person, and I am very happy with her. I am very happy with her. I am very happy with her. I am very happy with her. I', '2023-07-29T16:36:19.979982', 0.0022242069244384766, 1.3435108661651611, 1.3457350730895996]
["Did you call the police?\n\nI don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don", '2023-07-29T16:36:21.945588', 0.0013782978057861328, 1.5119109153747559, 1.513289213180542]
